unit,time,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,RUL
64.0,47.0,0.4397697922393622,0.2958956366469411,0.09453468169499957,13.54843653718838,6.4027094371933435,43.55081614717891,36.81643500653836,47.284045837898105,63.26199236183808,12.584724856364582,40.51750552610949,34.09702878263479,49.2458404750847,65.15969744988153,67.72915736006225,60.435735935524015,85.32207692382178,61.553557772775875
77.0,55.0,0.03621427673180955,0.1264024767935753,0.20449116050371918,89.21223278785122,59.75020911286724,34.1301244329705,45.50857868515232,57.25357198579131,67.08411204481595,44.986237829312856,61.01380104414872,72.963662129084,14.042140597461493,52.489398672264585,12.697120738096201,35.64325920379437,53.63228852244583,46.094274658704926
71.0,96.0,0.9904773931136324,0.4104651978260144,0.44794772760694235,71.4486990428476,78.23860141860551,23.976090585673294,53.71524621758421,66.97519903468823,5.029524560692977,37.66694921628378,38.37767897396558,30.803873390690672,15.130045052719609,57.14324572725701,83.8718691399359,63.947731637076856,43.8938830387548,9.773365154235329
82.0,7.0,0.8849555539467393,0.25631356183678067,0.6376823121922486,17.15162898360042,67.3345835316931,0.9966807493203333,77.53848492098264,48.99328966675054,72.04300511351914,69.85059356142976,69.7828961753474,66.83875383277595,55.55543910999214,59.82498172336701,62.52166464790739,82.68973495175202,78.50207970950443,100.77282073332258
43.0,82.0,0.015784997986686977,0.3812733198328958,0.4368365749302837,95.84259306579412,21.330823059640004,32.132895833802564,41.739675981550725,79.77707382367352,3.0516217488273267,45.52803700648077,75.51149340567352,66.40442694092532,47.960336389700295,71.91958589217275,44.22559620536962,48.614625552627736,31.985767048477975,18.65338700402073
65.0,39.0,0.4598315533163484,0.16105713546700884,0.9076062241813871,9.374919428292927,12.253173132162864,13.66727816677702,11.739644126514026,16.230473010979317,68.6054384724069,99.8174619048243,27.752392399947357,86.56853673885286,13.643289504633138,99.5864401571509,24.444193281108863,50.90707104435317,97.93186188699114,66.04423482213659
57.0,26.0,0.449220322798941,0.40890321398295193,0.17444306281992772,16.933244386439185,76.52588976051115,62.37419381098333,30.053984157190015,6.680354376419895,94.91046788219323,93.38824419730298,42.233956461285956,71.0375059009584,82.28579857788567,52.234160237666806,31.933194110651087,14.735842029231438,5.087174787701509,77.71855120811567
75.0,74.0,0.8327939002933707,0.2824442495545374,0.6320858619703175,11.316299657453776,46.52276341110235,53.08584599301951,83.29344716205334,92.1634485498682,94.71532989278009,18.12611122898612,29.605319712733767,11.257442611670943,15.773783947732722,36.2649454143339,53.2296071378031,35.87245164141143,64.2345705273087,31.683180042420712
34.0,81.0,0.846049594941221,0.046617409049013125,0.10707267748848281,38.28815485202437,2.3342844277025487,19.823007032834894,97.41051776621886,94.47685461141309,4.291463717618904,19.48822508330781,76.41961766832328,92.37552845608238,22.712149944781256,83.66495822586862,86.48575398437036,52.17002446182582,9.413081882393959,25.111489064717464
89.0,70.0,0.6468064983984225,0.28490846316058493,0.37899944788258044,74.38699367189788,42.86270935486204,35.74260524069742,48.629188997453646,49.177208680004284,39.52727859926697,5.860481216861945,2.4296316522476658,68.64408741768221,97.90422966295729,90.81357866574194,80.78068665152358,25.364042566731005,38.34224026974569,36.2771097245131
